topic,message_type,bag_time_ns,bag_time_s,time_from_start_s,header_time_ns,header_time_s,z
/kiss/odometry,nav_msgs/msg/Odometry,1784323023675199346,1784323023.675199270,13.050741055,1784136761650049016,1784136761.650048971,0.110359227597
/spool_cable_odom,nav_msgs/msg/Odometry,1784323023751734952,1784323023.751734972,13.127276661,1784136761431762381,1784136761.431762457,0.110000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323023780062860,1784323023.780062914,13.155604569,1784136761750134443,1784136761.750134468,0.110000249182
/spool_cable_odom,nav_msgs/msg/Odometry,1784323023875996705,1784323023.875996590,13.251538414,1784136761531684681,1784136761.531684637,0.120000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323023998768352,1784323023.998768330,13.374310061,1784136761631743616,1784136761.631743431,0.120000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323024124311018,1784323024.124310970,13.499852727,1784136761731702770,1784136761.731702805,0.130000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323024250802503,1784323024.250802517,13.626344212,1784136761831736790,1784136761.831736803,0.140000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323024280565589,1784323024.280565500,13.656107298,1784136762150185696,1784136762.150185823,0.139516599966
/spool_cable_odom,nav_msgs/msg/Odometry,1784323024375035506,1784323024.375035286,13.750577215,1784136761931715849,1784136761.931715727,0.150000000000
/spool_cable_odom,nav_msgs/msg/Odometry,1784323024498704217,1784323024.498704195,13.874245926,1784136762031749997,1784136762.031749964,0.150000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323024525074417,1784323024.525074482,13.900616126,1784136762350168487,1784136762.350168467,0.150074829052
/spool_cable_odom,nav_msgs/msg/Odometry,1784323024623473036,1784323024.623473167,13.999014745,1784136762131688876,1784136762.131689072,0.160000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323024671700264,1784323024.671700239,14.047241973,1784136762450192310,1784136762.450192451,0.159833275509
/spool_cable_odom,nav_msgs/msg/Odometry,1784323024749427615,1784323024.749427795,14.124969324,1784136762231691681,1784136762.231691837,0.170000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323024790862270,1784323024.790862322,14.166403979,1784136762550067610,1784136762.550067663,0.169736378174
/spool_cable_odom,nav_msgs/msg/Odometry,1784323024873856824,1784323024.873856783,14.249398533,1784136762331744410,1784136762.331744432,0.180000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323024905912416,1784323024.905912399,14.281454125,1784136762650158982,1784136762.650159121,0.179721006390
/spool_cable_odom,nav_msgs/msg/Odometry,1784323024999479867,1784323024.999479771,14.375021576,1784136762431714993,1784136762.431715012,0.180000000000
/kiss/odometry,nav_msgs/msg/Odometry,1784323025050799987,1784323025.050799847,14.426341696,1784136762750222856,1784136762.750222921,0.180063415877
/spool_cable_odom,nav_msgs/msg/Odometry,1784323025123107971,1784323025.123108149,14.498649680,1784136762531631830,1784136762.531631947,0.180000000000
